NIM;Nama;Tahun_Masuk;Jenis_Kelamin;IPS1;IPS2;IPS3;IPS4;IPK;MK_Gagal;SKS_Lulus;Status_Skripsi;Jumlah_Bimbingan;Kehadiran;Keaktifan_Organisasi;Status_Cuti;Rata_IPS;Progress_SKS;Tren_IP;Ontime
2020221179;Fitria Sudiati, M.Pd;2022;L;2.31;2.3;2.82;2.26;2.95;8;74;0;7;64;Tidak Aktif;1;2.42;0.51;-0.05;0
2020201180;Kezia Wibisono, S.H.;2020;L;1.91;2.34;3.05;3.13;2.47;6;74;1;7;70;Tidak Aktif;1;2.61;0.51;1.22;0
2020221181;Bancar Novitasari, M.Farm;2022;L;3.0;3.99;3.23;3.94;3.65;1;141;3;19;94;Tidak Aktif;0;3.54;0.98;0.94;1
2020181182;Ika Mahendra, S.Gz;2018;L;3.42;3.15;3.18;3.22;3.19;1;134;3;12;99;Tidak Aktif;0;3.24;0.93;-0.2;1
2020211183;Langgeng Dongoran;2021;L;2.22;1.88;3.16;3.06;2.93;6;121;2;3;60;Tidak Aktif;0;2.58;0.84;0.84;0
2020181184;Yuni Mardhiyah;2018;P;2.01;2.32;2.91;2.84;2.15;3;121;1;1;66;Aktif;0;2.52;0.84;0.83;0
2020191185;Kasiyah Pangestu;2019;P;2.07;2.09;2.64;2.71;2.58;6;103;2;9;55;Tidak Aktif;1;2.38;0.72;0.64;0
2020201186;Cornelia Kurniawan;2020;P;3.85;3.19;3.13;3.89;3.96;1;135;5;11;100;Tidak Aktif;0;3.52;0.94;0.04;1
2020181187;Mala Mustofa;2018;P;2.77;2.65;2.66;2.1;2.41;3;105;2;6;59;Tidak Aktif;0;2.54;0.73;-0.67;0
2020201188;Darimin Simanjuntak;2020;L;3.11;3.7;3.5;3.08;3.22;2;129;4;19;100;Tidak Aktif;0;3.35;0.9;-0.03;1
2020191189;Darimin Dongoran, M.Kom.;2019;L;1.89;2.91;2.59;2.58;2.59;5;105;1;5;76;Aktif;0;2.49;0.73;0.69;0
2020211190;Slamet Lazuardi, M.TI.;2021;P;2.22;2.68;2.68;2.32;2.88;3;93;1;2;56;Tidak Aktif;1;2.48;0.65;0.1;0
2020191191;dr. Ifa Salahudin;2019;L;2.59;2.91;3.04;2.85;2.84;4;79;0;4;77;Aktif;0;2.85;0.55;0.26;0
2020201192;Ade Pangestu;2020;L;2.62;2.6;2.9;2.19;2.88;7;94;0;2;55;Aktif;1;2.58;0.65;-0.43;0
2020181193;Vanesa Nababan;2018;P;1.84;2.87;2.15;2.4;2.74;5;113;2;3;64;Tidak Aktif;1;2.31;0.78;0.56;0
2020191194;Ida Hasanah;2019;L;3.78;3.82;3.51;3.01;3.29;1;140;3;21;98;Tidak Aktif;0;3.53;0.97;-0.77;1
2020211195;Bala Narpati, S.Ked;2021;P;3.98;3.59;3.26;3.63;3.54;1;141;5;23;85;Aktif;0;3.62;0.98;-0.35;1
2020221196;Ana Firmansyah;2022;L;1.93;2.79;2.65;3.16;2.34;5;73;2;7;77;Tidak Aktif;0;2.63;0.51;1.23;0
2020221197;dr. Dina Kuswoyo;2022;L;3.92;3.01;3.94;3.69;3.07;1;127;3;18;94;Aktif;0;3.64;0.88;-0.23;1
2020211198;Vanesa Zulaika;2021;L;3.65;2.97;3.58;3.35;3.62;0;139;4;10;93;Aktif;0;3.39;0.97;-0.3;1
2020211199;drg. Ella Suryatmi;2021;P;3.85;3.97;3.97;3.75;3.13;0;137;3;21;87;Aktif;0;3.89;0.95;-0.1;1
2020201200;Devi Napitupulu;2020;L;1.83;1.83;2.39;2.59;2.77;8;111;1;2;54;Aktif;1;2.16;0.77;0.76;0
2020211201;Zulfa Mandasari, M.Farm;2021;L;2.34;2.16;3.2;2.51;2.45;8;100;1;9;50;Aktif;0;2.55;0.69;0.17;0
2020201202;Widya Usamah;2020;L;3.75;3.66;3.22;3.08;3.68;0;142;5;23;83;Tidak Aktif;0;3.43;0.99;-0.67;1
2020191203;KH. Bahuraksa Laksmiwati;2019;P;2.13;3.04;2.18;2.52;2.94;3;73;0;6;70;Tidak Aktif;0;2.47;0.51;0.39;0
2020181204;Dr. Syahrini Prayoga;2018;P;3.57;3.34;3.27;3.98;3.41;2;142;3;17;84;Tidak Aktif;0;3.54;0.99;0.41;1
2020211205;Virman Prasetyo;2021;L;2.08;2.08;2.04;2.78;2.37;7;92;0;9;63;Aktif;0;2.25;0.64;0.7;0
2020221206;Jindra Farida;2022;P;2.37;3.06;2.22;3.04;2.78;3;103;2;8;75;Aktif;1;2.67;0.72;0.67;0
2020211207;Ami Nababan;2021;L;2.81;2.79;2.75;2.16;2.03;8;94;1;4;73;Aktif;1;2.63;0.65;-0.65;0
2020181208;dr. Kasiyah Purwanti;2018;P;2.54;2.84;2.58;2.14;2.13;4;116;2;1;74;Tidak Aktif;0;2.52;0.81;-0.4;0
2020181209;Yani Budiman;2018;P;2.32;2.06;2.59;2.08;2.58;7;91;2;2;76;Tidak Aktif;1;2.26;0.63;-0.24;0
2020191210;Wirda Damanik;2019;L;3.76;3.24;3.46;3.01;3.07;0;139;3;19;86;Aktif;0;3.37;0.97;-0.75;1
2020191211;dr. Nabila Maulana, M.Ak;2019;L;3.38;3.56;3.29;3.69;3.86;1;134;5;22;97;Tidak Aktif;0;3.48;0.93;0.31;1
2020201212;Zelaya Utama;2020;L;1.85;2.42;2.13;2.29;2.99;8;82;1;5;77;Aktif;1;2.17;0.57;0.44;0
2020201213;H. Lanang Hassanah, S.E.;2020;L;3.4;3.58;3.7;3.56;3.01;1;138;4;24;92;Tidak Aktif;0;3.56;0.96;0.16;1
2020191214;Drs. Bagus Saptono, S.E.I;2019;P;3.42;3.0;3.35;3.03;3.08;2;140;4;18;82;Tidak Aktif;0;3.2;0.97;-0.39;1
2020181215;Ir. Raina Fujiati, M.M.;2018;P;2.96;3.52;3.69;3.8;3.2;2;130;5;19;90;Aktif;0;3.49;0.9;0.84;1
2020181216;Shakila Wasita;2018;P;2.93;3.6;3.71;3.03;3.94;2;134;4;24;99;Tidak Aktif;0;3.32;0.93;0.1;1
2020191217;drg. Jane Mansur;2019;P;3.45;3.68;3.87;3.71;3.8;1;139;3;21;99;Tidak Aktif;0;3.68;0.97;0.26;1
2020201218;Najib Pranowo;2020;L;3.78;2.99;3.89;3.55;3.82;0;137;4;15;80;Aktif;0;3.55;0.95;-0.23;1
2020221219;Cawisono Habibi;2022;P;3.57;3.48;3.73;3.08;3.06;0;129;3;17;100;Tidak Aktif;0;3.46;0.9;-0.49;1
2020201220;Cut Jelita Thamrin, M.Ak;2020;P;2.99;3.86;3.22;3.98;3.34;2;126;5;14;94;Tidak Aktif;0;3.51;0.88;0.99;1
2020201221;Oni Hakim;2020;P;3.75;3.62;3.5;3.56;3.72;0;143;3;21;92;Tidak Aktif;0;3.61;0.99;-0.19;1
2020201222;Puti Nova Permadi, M.Farm;2020;L;4.0;3.97;3.65;3.2;3.68;0;125;5;15;95;Tidak Aktif;0;3.71;0.87;-0.8;1
2020221223;Lanang Mulyani;2022;L;2.84;3.18;3.46;3.87;3.73;1;133;5;24;86;Tidak Aktif;0;3.34;0.92;1.03;1
2020211224;Danang Najmudin;2021;L;2.31;2.25;2.45;3.19;2.04;3;78;0;7;55;Tidak Aktif;0;2.55;0.54;0.88;0
2020201225;Teddy Hutagalung;2020;P;2.49;2.37;2.87;2.58;2.87;8;74;2;8;59;Tidak Aktif;0;2.58;0.51;0.09;0
2020191226;dr. Prayoga Marbun, S.Ked;2019;P;2.31;2.16;2.71;3.09;2.21;7;84;0;3;75;Aktif;0;2.57;0.58;0.78;0
2020211227;Vanya Sitorus;2021;L;3.56;3.71;3.13;3.72;3.91;1;142;5;21;94;Aktif;0;3.53;0.99;0.16;1
2020221228;Alambana Prastuti, M.M.;2022;L;3.09;3.97;3.18;3.85;3.49;0;134;4;25;96;Tidak Aktif;0;3.52;0.93;0.76;1
2020211229;Novi Andriani, S.H.;2021;L;3.84;3.39;3.51;3.36;3.59;0;135;5;12;94;Tidak Aktif;0;3.52;0.94;-0.48;1
2020221230;Drs. Shania Nainggolan, M.Kom.;2022;P;3.27;3.97;3.26;3.66;3.33;0;142;5;15;84;Tidak Aktif;0;3.54;0.99;0.39;1
2020221231;dr. Novi Dongoran;2022;L;1.96;3.06;2.54;2.28;2.07;3;103;0;4;55;Aktif;1;2.46;0.72;0.32;0
2020191232;Viktor Waluyo;2019;P;3.42;3.27;3.83;3.43;3.25;2;134;3;18;86;Tidak Aktif;0;3.49;0.93;0.01;1
2020191233;Saadat Mahendra;2019;P;3.65;3.08;3.17;3.04;3.74;2;142;3;15;98;Aktif;0;3.24;0.99;-0.61;1
2020191234;Ir. Kenzie Riyanti;2019;P;2.37;2.9;2.97;2.7;2.87;7;72;0;1;51;Tidak Aktif;0;2.74;0.5;0.33;0
2020221235;Ifa Nurdiyanti;2022;P;2.93;3.2;3.06;3.53;3.94;2;125;4;19;100;Tidak Aktif;0;3.18;0.87;0.6;1
2020211236;Ir. Elvina Hardiansyah, M.Ak;2021;L;2.95;3.4;3.93;3.32;3.51;2;137;4;24;82;Aktif;0;3.4;0.95;0.37;1
2020191237;Latika Budiyanto;2019;P;2.98;3.99;3.97;3.0;3.95;1;140;4;16;90;Aktif;0;3.49;0.97;0.02;1
2020201238;Tami Wasita;2020;P;3.84;3.4;3.52;3.49;3.67;2;136;4;14;91;Aktif;0;3.56;0.94;-0.35;1
2020201239;Yani Adriansyah;2020;L;2.84;3.24;3.7;3.2;3.67;1;128;4;24;87;Aktif;0;3.25;0.89;0.36;1
2020181240;Galar Tarihoran;2018;L;1.91;2.67;2.53;3.04;2.18;5;94;2;6;57;Aktif;1;2.54;0.65;1.13;0
2020221241;drg. Abyasa Nashiruddin, M.Ak;2022;P;2.81;3.03;2.82;2.6;2.62;4;118;0;7;66;Tidak Aktif;1;2.81;0.82;-0.21;0
2020201242;Siska Wulandari, M.Kom.;2020;P;2.48;1.84;3.12;2.83;2.68;3;75;1;8;64;Aktif;0;2.57;0.52;0.35;0
2020221243;Alika Gunawan;2022;P;3.59;3.33;3.65;3.11;3.66;0;126;4;25;99;Tidak Aktif;0;3.42;0.88;-0.48;1
2020201244;Tgk. Pia Setiawan;2020;L;1.86;3.07;2.49;3.04;2.78;3;97;0;4;73;Tidak Aktif;1;2.62;0.67;1.18;0
2020201245;Ayu Pertiwi, S.H.;2020;L;3.69;3.87;3.4;3.33;3.67;1;126;5;16;91;Tidak Aktif;0;3.57;0.88;-0.36;1
2020181246;Ikhsan Nurdiyanti, S.Ked;2018;P;2.71;2.84;2.52;2.98;2.12;7;98;2;4;76;Aktif;0;2.76;0.68;0.27;0
2020181247;Yessi Sitorus;2018;P;2.81;3.26;3.37;3.4;3.7;1;135;5;21;84;Aktif;0;3.21;0.94;0.59;1
2020221248;Heryanto Novitasari;2022;P;3.34;3.16;3.37;3.23;3.07;2;126;3;11;84;Tidak Aktif;0;3.28;0.88;-0.11;1
2020211249;Suci Iswahyudi;2021;P;3.6;3.58;3.46;3.38;3.86;0;144;5;14;90;Tidak Aktif;0;3.5;1.0;-0.22;1
2020191250;Calista Mahendra;2019;P;3.38;2.93;3.34;3.38;3.4;2;134;5;20;96;Tidak Aktif;0;3.26;0.93;0.0;1
2020221251;H. Sabar Haryanti, M.Farm;2022;P;3.44;3.57;3.76;3.81;3.72;1;125;4;20;83;Tidak Aktif;0;3.65;0.87;0.37;1
2020221252;Darmana Waskita, S.H.;2022;P;1.82;2.05;2.01;2.78;2.9;8;114;2;0;69;Tidak Aktif;1;2.17;0.79;0.96;0
2020221253;Olivia Laksmiwati;2022;L;3.91;2.97;3.93;3.35;3.1;2;126;5;25;85;Tidak Aktif;0;3.54;0.88;-0.56;1
2020191254;Natalia Pranowo;2019;L;3.11;3.21;3.31;3.8;3.54;0;143;5;13;86;Aktif;0;3.36;0.99;0.69;1
2020211255;Ir. Ratna Hutasoit;2021;P;3.53;3.69;3.27;3.41;3.12;1;129;4;16;93;Tidak Aktif;0;3.48;0.9;-0.12;1
2020181256;Tgk. Amalia Samosir;2018;L;3.62;3.1;3.53;3.71;3.11;2;131;5;20;95;Tidak Aktif;0;3.49;0.91;0.09;1
2020201257;R.M. Cengkal Saefullah, M.M.;2020;L;3.11;3.96;3.48;3.81;3.55;1;142;4;21;100;Tidak Aktif;0;3.59;0.99;0.7;1
2020221258;Ina Winarsih;2022;P;3.56;3.95;3.6;3.82;3.88;0;132;4;19;87;Tidak Aktif;0;3.73;0.92;0.26;1
2020201259;drg. Citra Firgantoro, M.Pd;2020;L;3.05;3.57;3.41;3.84;3.9;2;140;4;25;91;Tidak Aktif;0;3.47;0.97;0.79;1
2020201260;R. Belinda Pudjiastuti, S.Gz;2020;L;3.08;3.76;3.27;3.82;3.42;2;142;4;22;91;Aktif;0;3.48;0.99;0.74;1
2020201261;Faizah Safitri;2020;L;1.91;2.61;2.54;2.7;2.17;5;115;0;5;79;Tidak Aktif;1;2.44;0.8;0.79;0
2020211262;Hasan Pranowo;2021;L;2.84;2.08;2.11;2.03;2.64;4;122;2;4;79;Tidak Aktif;0;2.26;0.85;-0.81;0
2020181263;Tari Hariyah;2018;L;3.46;3.16;3.39;3.59;3.5;0;126;5;17;100;Aktif;0;3.4;0.88;0.13;1
2020181264;Dasa Suartini, S.Pd;2018;L;1.96;2.7;2.49;2.51;2.72;6;91;2;7;53;Aktif;0;2.42;0.63;0.55;0
2020221265;Ir. Maria Yulianti, M.Kom.;2022;L;2.99;1.97;2.12;2.87;2.58;6;111;1;7;70;Aktif;1;2.49;0.77;-0.12;0
2020201266;drg. Caraka Maulana, M.Pd;2020;P;2.9;2.99;3.89;3.19;3.32;2;126;3;17;97;Aktif;0;3.24;0.88;0.29;1
2020191267;Drs. Vivi Pratama, S.Ked;2019;P;3.23;2.98;3.52;3.07;3.8;0;126;4;25;85;Tidak Aktif;0;3.2;0.88;-0.16;1
2020181268;Jatmiko Wahyuni;2018;L;3.45;3.87;3.65;3.53;3.32;1;143;5;13;90;Tidak Aktif;0;3.62;0.99;0.08;1
2020211269;Ikhsan Kurniawan;2021;P;3.6;3.99;3.66;3.56;3.73;0;141;4;18;86;Aktif;0;3.7;0.98;-0.04;1
2020201270;Edi Kusumo, S.Gz;2020;L;2.87;3.52;3.96;3.18;3.69;2;139;5;18;85;Aktif;0;3.38;0.97;0.31;1
2020201271;Puti Elma Suryatmi;2020;P;3.44;3.01;3.45;3.76;3.35;2;131;3;22;93;Tidak Aktif;0;3.41;0.91;0.32;1
2020181272;Septi Prasasta;2018;P;2.75;3.01;2.28;2.48;2.15;8;76;0;2;65;Tidak Aktif;0;2.63;0.53;-0.27;0
2020181273;Banara Novitasari;2018;P;2.91;2.5;3.01;2.63;2.62;6;85;1;4;60;Tidak Aktif;0;2.76;0.59;-0.28;0
2020201274;Puspa Lazuardi, M.Ak;2020;P;3.71;3.04;3.83;3.78;3.71;2;132;3;13;94;Tidak Aktif;0;3.59;0.92;0.07;1
2020191275;Malika Winarno;2019;P;3.16;3.19;3.36;3.09;3.94;2;141;5;19;83;Tidak Aktif;0;3.2;0.98;-0.07;1
2020201276;Jaga Anggriawan;2020;L;3.17;3.34;3.45;3.6;3.52;0;129;4;14;94;Tidak Aktif;0;3.39;0.9;0.43;1
2020211277;Yessi Yuliarti;2021;P;2.4;3.09;3.02;2.25;2.93;7;121;2;3;74;Aktif;0;2.69;0.84;-0.15;0
2020221278;Maimunah Nashiruddin;2022;P;3.78;3.32;3.88;3.87;3.81;2;136;3;13;81;Aktif;0;3.71;0.94;0.09;1
2020221279;Hj. Suci Santoso;2022;L;2.17;1.91;2.48;2.21;2.69;4;90;2;7;53;Aktif;1;2.19;0.62;0.04;0
2020181280;Drs. Daniswara Widodo;2018;P;3.97;3.61;3.82;3.13;3.86;0;139;3;23;94;Aktif;0;3.63;0.97;-0.84;1
2020221281;Raina Najmudin;2022;P;2.38;2.59;2.92;2.21;2.5;8;121;1;0;62;Tidak Aktif;0;2.52;0.84;-0.17;0
2020191282;Patricia Pranowo;2019;L;2.98;3.3;3.07;3.03;3.14;0;138;4;12;97;Aktif;0;3.09;0.96;0.05;1
2020181283;Candra Natsir;2018;P;2.46;3.06;2.52;2.37;2.51;3;88;1;2;74;Aktif;1;2.6;0.61;-0.09;0
2020201284;Samiah Zulkarnain;2020;P;2.93;3.6;3.22;3.62;3.65;1;137;4;12;97;Aktif;0;3.34;0.95;0.69;1
2020201285;Amalia Wahyuni;2020;L;2.87;3.76;3.46;3.06;3.99;0;142;4;14;87;Aktif;0;3.29;0.99;0.19;1
2020181286;KH. Maryadi Sirait, S.E.;2018;P;3.63;3.98;3.24;3.14;3.12;1;142;4;22;87;Aktif;0;3.5;0.99;-0.49;1
2020211287;Ir. Candrakanta Simanjuntak;2021;P;2.92;3.66;3.06;3.51;4.0;0;133;3;13;81;Tidak Aktif;0;3.29;0.92;0.59;1
2020221288;Hadi Nasyidah;2022;L;2.54;2.2;2.75;2.63;2.43;4;83;0;1;69;Aktif;1;2.53;0.58;0.09;0
2020221289;dr. Okto Megantara;2022;L;3.86;3.39;3.19;3.37;3.41;0;126;4;24;87;Aktif;0;3.45;0.88;-0.49;1
2020181290;Tgk. Usyi Yulianti, S.Ked;2018;L;2.68;2.8;2.01;2.5;2.48;7;88;0;9;60;Tidak Aktif;0;2.5;0.61;-0.18;0
2020201291;Hasna Budiyanto;2020;L;3.11;3.74;3.14;3.54;3.22;2;141;3;23;89;Tidak Aktif;0;3.38;0.98;0.43;1
2020181292;Adiarja Melani, S.T.;2018;L;3.09;3.97;3.8;3.96;3.49;2;138;5;25;81;Tidak Aktif;0;3.71;0.96;0.87;1
2020211293;Kamal Riyanti;2021;P;3.46;3.4;3.84;3.1;3.49;2;138;4;14;89;Tidak Aktif;0;3.45;0.96;-0.36;1
2020191294;Puti Tami Yulianti, S.T.;2019;P;3.19;3.71;3.48;3.38;3.39;0;132;4;14;94;Aktif;0;3.44;0.92;0.19;1
2020221295;dr. Anastasia Kuswoyo;2022;P;3.74;3.88;3.96;3.79;3.32;1;142;5;14;92;Aktif;0;3.84;0.99;0.05;1
2020201296;drg. Bakiadi Natsir, S.Farm;2020;L;2.33;2.13;3.01;2.05;2.9;5;111;0;7;77;Tidak Aktif;0;2.38;0.77;-0.28;0
2020221297;Cawisadi Marpaung;2022;L;3.56;3.63;3.9;3.64;3.61;0;133;4;11;82;Aktif;0;3.68;0.92;0.08;1
2020221298;Hilda Padmasari;2022;L;3.42;3.07;3.74;3.51;3.68;1;131;4;19;80;Aktif;0;3.44;0.91;0.09;1
2020191299;Vanesa Handayani;2019;L;2.9;3.69;3.07;3.07;3.01;2;140;3;16;92;Aktif;0;3.18;0.97;0.17;1
2020221300;Wirda Wacana, S.Sos;2022;P;2.69;2.26;2.36;2.42;2.77;5;94;1;8;70;Tidak Aktif;1;2.43;0.65;-0.27;0
2020201301;KH. Lamar Utami;2020;P;2.02;2.03;2.12;2.79;2.76;7;101;1;1;75;Tidak Aktif;1;2.24;0.7;0.77;0
2020191302;Puti Agnes Fujiati;2019;P;2.83;2.99;3.97;3.3;3.77;1;138;3;17;84;Aktif;0;3.27;0.96;0.47;1
2020201303;Harsana Tamba;2020;P;3.26;3.13;3.12;3.62;3.77;1;129;3;20;87;Tidak Aktif;0;3.28;0.9;0.36;1
2020221304;Laila Simbolon;2022;L;3.44;2.95;3.97;3.8;3.29;1;142;5;20;88;Tidak Aktif;0;3.54;0.99;0.36;1
2020211305;Panji Napitupulu;2021;P;2.52;2.56;2.9;2.97;2.66;4;116;1;2;54;Tidak Aktif;0;2.74;0.81;0.45;0
2020221306;Zaenab Simbolon, S.H.;2022;L;3.21;3.92;3.22;3.37;3.43;2;126;3;11;80;Tidak Aktif;0;3.43;0.88;0.16;1
2020191307;Heru Uyainah;2019;L;3.54;3.94;3.24;3.12;3.2;0;129;3;16;96;Tidak Aktif;0;3.46;0.9;-0.42;1
2020201308;Hari Rahimah;2020;L;2.57;2.17;2.98;3.03;2.85;7;110;2;9;79;Tidak Aktif;1;2.69;0.76;0.46;0
2020181309;R.A. Zulfa Wastuti;2018;L;2.1;2.78;2.55;3.01;2.73;7;105;1;0;50;Tidak Aktif;1;2.61;0.73;0.91;0
2020181310;Heru Safitri;2018;P;2.59;2.03;2.65;3.18;2.94;4;76;0;8;54;Aktif;0;2.61;0.53;0.59;0
2020221311;T. Kalim Mayasari;2022;P;3.0;3.04;3.73;3.82;3.21;1;133;4;12;91;Tidak Aktif;0;3.4;0.92;0.82;1
2020211312;Rachel Laksmiwati, M.Ak;2021;L;3.81;3.71;3.54;3.59;3.51;2;132;4;12;100;Aktif;0;3.66;0.92;-0.22;1
2020181313;Gasti Wibisono;2018;P;3.48;3.66;3.87;3.64;3.76;1;137;5;25;81;Aktif;0;3.66;0.95;0.16;1
2020191314;drg. Hardi Hasanah, S.Farm;2019;L;3.35;2.91;3.25;3.73;3.99;1;138;5;20;98;Aktif;0;3.31;0.96;0.38;1
2020221315;Drajat Gunawan;2022;L;3.28;3.78;3.2;3.56;3.73;0;131;5;25;88;Aktif;0;3.46;0.91;0.28;1
2020181316;Ratna Mandasari;2018;P;3.03;3.29;3.78;3.55;3.01;2;143;5;11;85;Tidak Aktif;0;3.41;0.99;0.52;1
2020181317;Wira Fujiati;2018;L;1.84;2.77;2.24;3.15;2.37;7;79;2;6;79;Aktif;1;2.5;0.55;1.31;0
2020191318;Ifa Putra;2019;L;2.98;3.24;3.88;4.0;3.37;2;137;5;20;92;Aktif;0;3.53;0.95;1.02;1
2020181319;Sakura Rajasa;2018;P;3.67;3.87;3.59;3.39;3.41;0;128;4;17;82;Tidak Aktif;0;3.63;0.89;-0.28;1
2020221320;Widya Kurniawan, M.TI.;2022;P;1.8;2.61;2.43;2.95;2.09;5;71;2;4;75;Tidak Aktif;1;2.45;0.49;1.15;0
2020191321;Malika Nababan;2019;P;3.38;3.61;3.06;3.58;3.56;2;137;4;15;98;Tidak Aktif;0;3.41;0.95;0.2;1
2020181322;Adinata Firmansyah, M.Farm;2018;P;3.52;3.64;3.8;3.27;3.83;0;127;3;18;84;Tidak Aktif;0;3.56;0.88;-0.25;1
2020191323;Cemplunk Mandala, M.Farm;2019;P;2.89;2.96;3.33;3.78;3.71;1;136;3;12;80;Tidak Aktif;0;3.24;0.94;0.89;1
2020211324;Yulia Rajata;2021;P;2.42;2.37;2.18;2.39;2.43;5;76;0;1;55;Tidak Aktif;1;2.34;0.53;-0.03;0
2020221325;Galur Mulyani, S.E.I;2022;P;3.06;3.56;3.74;4.0;3.93;0;125;3;21;97;Aktif;0;3.59;0.87;0.94;1
2020221326;Bakiadi Marpaung;2022;P;3.31;3.6;3.79;3.12;3.41;1;125;4;23;92;Aktif;0;3.46;0.87;-0.19;1
2020221327;Irwan Zulkarnain;2022;L;2.26;2.54;2.71;2.22;2.36;7;103;0;6;55;Aktif;1;2.43;0.72;-0.04;0
2020201328;Rahmi Purnawati;2020;P;2.83;2.93;3.83;3.27;3.52;1;129;3;15;93;Tidak Aktif;0;3.21;0.9;0.44;1
2020211329;Tira Hutapea, M.Pd;2021;P;3.93;3.19;3.43;3.87;3.84;1;127;4;18;87;Tidak Aktif;0;3.61;0.88;-0.06;1
2020221330;Puspa Nasyidah;2022;L;3.76;3.4;3.48;3.13;3.08;1;128;3;19;80;Tidak Aktif;0;3.44;0.89;-0.63;1
2020201331;Dr. Rudi Simanjuntak, S.E.I;2020;P;2.4;2.37;2.88;2.92;2.16;5;98;1;6;76;Aktif;1;2.64;0.68;0.52;0
2020201332;Ira Pangestu, M.Farm;2020;L;2.96;3.73;3.66;3.96;3.07;1;135;3;22;90;Tidak Aktif;0;3.58;0.94;1.0;1
2020211333;Jarwi Purwanti;2021;L;3.14;3.19;3.25;3.91;3.25;1;137;4;22;91;Aktif;0;3.37;0.95;0.77;1
2020221334;Anita Saefullah;2022;L;3.71;3.39;3.78;3.07;3.49;2;142;3;10;94;Aktif;0;3.49;0.99;-0.64;1
2020211335;T. Bakiadi Uwais;2021;P;2.88;3.9;3.14;3.53;3.41;2;127;4;25;84;Tidak Aktif;0;3.36;0.88;0.65;1
2020191336;R. Rafi Prakasa;2019;P;3.88;2.92;3.66;3.96;3.56;2;129;5;23;92;Aktif;0;3.61;0.9;0.08;1
2020211337;Maimunah Simanjuntak;2021;P;1.86;2.34;2.31;2.88;2.98;7;95;2;8;79;Tidak Aktif;0;2.35;0.66;1.02;0
2020201338;Ika Wijayanti;2020;L;3.59;3.12;3.57;3.46;3.97;0;132;5;21;85;Aktif;0;3.43;0.92;-0.13;1
2020221339;Tgk. Ganjaran Prasetyo, S.I.Kom;2022;P;3.22;3.03;3.15;3.23;3.25;1;138;3;10;83;Tidak Aktif;0;3.16;0.96;0.01;1
2020191340;Drs. Prabu Puspasari;2019;L;2.47;2.48;2.14;3.03;2.72;6;93;1;7;74;Aktif;1;2.53;0.65;0.56;0
2020181341;Carla Widiastuti;2018;P;3.65;3.5;3.08;3.46;3.48;0;134;4;12;83;Aktif;0;3.42;0.93;-0.19;1
2020201342;Jagaraga Utami;2020;P;3.93;3.83;3.67;3.46;3.41;1;139;3;25;91;Tidak Aktif;0;3.72;0.97;-0.47;1
2020181343;Balangga Winarno, M.TI.;2018;P;2.45;1.88;2.62;2.97;2.46;8;114;1;5;52;Tidak Aktif;0;2.48;0.79;0.52;0
2020181344;Silvia Utama;2018;L;3.74;3.12;3.26;3.16;3.33;1;128;5;15;87;Aktif;0;3.32;0.89;-0.58;1
2020221345;Cut Fathonah Marbun, M.Kom.;2022;L;2.42;2.07;3.05;3.06;2.87;5;105;1;7;57;Tidak Aktif;0;2.65;0.73;0.64;0
2020191346;Eman Padmasari;2019;P;3.34;3.98;3.77;3.03;3.07;1;125;5;16;94;Tidak Aktif;0;3.53;0.87;-0.31;1
2020211347;R. Laswi Dongoran, S.Psi;2021;L;3.89;3.49;3.5;3.11;3.66;2;131;3;18;82;Aktif;0;3.5;0.91;-0.78;1
2020221348;H. Bancar Farida;2022;L;2.26;2.81;3.16;2.24;2.52;5;90;0;7;53;Tidak Aktif;1;2.62;0.62;-0.02;0
2020221349;Lala Mayasari;2022;P;3.75;3.54;3.63;3.8;3.4;2;137;5;22;98;Aktif;0;3.68;0.95;0.05;1
2020201350;Puti Amelia Suryatmi, S.Kom;2020;P;2.44;2.01;2.84;2.95;2.32;6;109;0;4;79;Aktif;0;2.56;0.76;0.51;0
2020201351;Yulia Wibowo;2020;L;2.89;2.16;3.18;2.17;2.2;4;89;0;2;61;Aktif;1;2.6;0.62;-0.72;0
2020211352;dr. Karimah Mustofa;2021;L;3.87;3.62;3.15;3.44;3.62;2;137;4;15;95;Aktif;0;3.52;0.95;-0.43;1
2020221353;H. Kayun Utama;2022;L;3.86;3.78;3.51;3.97;3.42;1;134;3;15;90;Tidak Aktif;0;3.78;0.93;0.11;1
2020221354;Hendri Tampubolon;2022;L;2.6;2.63;2.2;3.06;2.43;5;70;1;2;56;Tidak Aktif;1;2.62;0.49;0.46;0
2020211355;T. Emong Wacana, S.E.I;2021;P;2.82;3.52;3.53;3.72;3.89;1;139;4;15;82;Aktif;0;3.4;0.97;0.9;1
2020191356;Jabal Najmudin;2019;P;3.68;3.11;3.86;3.82;3.54;0;133;3;19;85;Tidak Aktif;0;3.62;0.92;0.14;1
2020221357;Tgk. Zizi Hidayat, S.H.;2022;P;2.18;2.41;2.99;2.55;2.36;7;102;0;9;53;Tidak Aktif;1;2.53;0.71;0.37;0
2020221358;Nyoman Lailasari;2022;L;3.79;3.27;3.17;3.71;3.83;2;139;5;16;93;Aktif;0;3.49;0.97;-0.08;1
